loggernet_variable,cr1000_name,var_type,research_name,definition,units,link,logger,var_role,table
Raw_Pin(2),raw_pin2,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,250,lowmarsh,plot,
Raw_Pin(3),raw_pin3,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,260,lowmarsh,plot,
Raw_Pin(4),raw_pin4,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,241,lowmarsh,plot,
Raw_Pin(5),raw_pin5,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,251,lowmarsh,plot,
Raw_Pin(6),raw_pin6,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,261,lowmarsh,plot,
Raw_Pin(7),raw_pin7,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,242,lowmarsh,plot,
Raw_Pin(8),raw_pin8,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,252,lowmarsh,plot,
Raw_Pin(9),raw_pin9,plot,raw_pin,raw raw temperature value from arduino logger value from arduino logger of pin sensor at -20cm depth ,celcius,262,lowmarsh,plot,
Raw_Lag(1),raw_lag1,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,240,lowmarsh,plot,
Raw_Lag(2),raw_lag2,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,250,lowmarsh,plot,
Raw_Lag(3),raw_lag3,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,260,lowmarsh,plot,
Raw_Lag(4),raw_lag4,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,241,lowmarsh,plot,
Raw_Lag(5),raw_lag5,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,251,lowmarsh,plot,
Raw_Lag(6),raw_lag6,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,261,lowmarsh,plot,
Raw_Lag(7),raw_lag7,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,242,lowmarsh,plot,
Raw_Lag(8),raw_lag8,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,252,lowmarsh,plot,
Raw_Lag(9),raw_lag9,plot,raw_lag,raw temperature value from arduino logger of lag sensor at -20cm depth ,celcius,262,lowmarsh,plot,
Raw_Surface(1),raw_surface1,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,240,lowmarsh,plot,
Raw_Surface(2),raw_surface2,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,250,lowmarsh,plot,
Raw_Surface(3),raw_surface3,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,260,lowmarsh,plot,
Raw_Surface(4),raw_surface4,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,241,lowmarsh,plot,
Raw_Surface(5),raw_surface5,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,251,lowmarsh,plot,
Raw_Surface(6),raw_surface6,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,261,lowmarsh,plot,
Raw_Surface(7),raw_surface7,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,242,lowmarsh,plot,
Raw_Surface(8),raw_surface8,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,252,lowmarsh,plot,
Raw_Surface(9),raw_surface9,plot,raw_surface,raw temperature value from arduino logger of surface sensor at -5cm depth ,celcius,262,lowmarsh,plot,
Raw_Deep(1),raw_deep1,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,240,lowmarsh,plot,
Raw_Deep(2),raw_deep2,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,250,lowmarsh,plot,
Raw_Deep(3),raw_deep3,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,260,lowmarsh,plot,
Raw_Deep(4),raw_deep4,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,241,lowmarsh,plot,
Raw_Deep(5),raw_deep5,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,251,lowmarsh,plot,
Raw_Deep(6),raw_deep6,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,261,lowmarsh,plot,
Raw_Deep(7),raw_deep7,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,242,lowmarsh,plot,
Raw_Deep(8),raw_deep8,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,252,lowmarsh,plot,
Raw_Deep(9),raw_deep9,plot,raw_deep,raw temperature value from arduino logger of deep sensor at -75cm depth ,celcius,262,lowmarsh,plot,
Raw_Above(1),raw_above1,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,240,lowmarsh,plot,
Raw_Above(2),raw_above2,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,250,lowmarsh,plot,
Raw_Above(3),raw_above3,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,260,lowmarsh,plot,
Raw_Above(4),raw_above4,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,241,lowmarsh,plot,
Raw_Above(5),raw_above5,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,251,lowmarsh,plot,
Raw_Above(6),raw_above6,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,261,lowmarsh,plot,
Raw_Above(7),raw_above7,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,242,lowmarsh,plot,
Raw_Above(8),raw_above8,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,252,lowmarsh,plot,
Raw_Above(9),raw_above9,plot,raw_above,raw temperature value from arduino logger of above sensor at canopy height ,celcius,262,lowmarsh,plot,
Raw_Air(1),raw_air1,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,240,lowmarsh,plot,
Raw_Air(2),raw_air2,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,250,lowmarsh,plot,
Raw_Air(3),raw_air3,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,260,lowmarsh,plot,
Raw_Air(4),raw_air4,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,241,lowmarsh,plot,
Raw_Air(5),raw_air5,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,251,lowmarsh,plot,
Raw_Air(6),raw_air6,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,261,lowmarsh,plot,
Raw_Air(7),raw_air7,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,242,lowmarsh,plot,
Raw_Air(8),raw_air8,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,252,lowmarsh,plot,
Raw_Air(9),raw_air9,plot,raw_air,raw temperature value from arduino logger of air sensor at 50cm height ,celcius,262,lowmarsh,plot,
Raw_Pin_Std(1),raw_pin_std1,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,240,lowmarsh,plot,
Raw_Pin_Std(2),raw_pin_std2,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,250,lowmarsh,plot,
Raw_Pin_Std(3),raw_pin_std3,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,260,lowmarsh,plot,
Raw_Pin_Std(4),raw_pin_std4,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,241,lowmarsh,plot,
Raw_Pin_Std(5),raw_pin_std5,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,251,lowmarsh,plot,
Raw_Pin_Std(6),raw_pin_std6,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,261,lowmarsh,plot,
Raw_Pin_Std(7),raw_pin_std7,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,242,lowmarsh,plot,
Raw_Pin_Std(8),raw_pin_std8,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,252,lowmarsh,plot,
Raw_Pin_Std(9),raw_pin_std9,plot,raw_pin_std,raw temperature standard deviation value from arduino logger of pin sensor at -20cm depth ,celcius,262,lowmarsh,plot,
Raw_Lag_Std(1),raw_lag_std1,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,240,lowmarsh,plot,
Raw_Lag_Std(2),raw_lag_std2,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,250,lowmarsh,plot,
Raw_Lag_Std(3),raw_lag_std3,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,260,lowmarsh,plot,
Raw_Lag_Std(4),raw_lag_std4,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,241,lowmarsh,plot,
Raw_Lag_Std(5),raw_lag_std5,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,251,lowmarsh,plot,
Raw_Lag_Std(6),raw_lag_std6,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,261,lowmarsh,plot,
Raw_Lag_Std(7),raw_lag_std7,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,242,lowmarsh,plot,
Raw_Lag_Std(8),raw_lag_std8,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,252,lowmarsh,plot,
Raw_Lag_Std(9),raw_lag_std9,plot,raw_lag_std,raw temperature standard deviation value from arduino logger of lag sensor at -20cm depth ,celcius,262,lowmarsh,plot,
Raw_Surface_Std(1),raw_surface_std1,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,240,lowmarsh,plot,
Raw_Surface_Std(2),raw_surface_std2,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,250,lowmarsh,plot,
Raw_Surface_Std(3),raw_surface_std3,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,260,lowmarsh,plot,
Raw_Surface_Std(4),raw_surface_std4,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,241,lowmarsh,plot,
Raw_Surface_Std(5),raw_surface_std5,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,251,lowmarsh,plot,
Raw_Surface_Std(6),raw_surface_std6,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,261,lowmarsh,plot,
Raw_Surface_Std(7),raw_surface_std7,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,242,lowmarsh,plot,
Raw_Surface_Std(8),raw_surface_std8,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,252,lowmarsh,plot,
Raw_Surface_Std(9),raw_surface_std9,plot,raw_surface_std,raw temperature standard deviation value from arduino logger of surface sensor at -5cm depth ,celcius,262,lowmarsh,plot,
Raw_Deep_Std(1),raw_deep_std1,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,240,lowmarsh,plot,
Raw_Deep_Std(2),raw_deep_std2,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,250,lowmarsh,plot,
Raw_Deep_Std(3),raw_deep_std3,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,260,lowmarsh,plot,
Raw_Deep_Std(4),raw_deep_std4,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,241,lowmarsh,plot,
Raw_Deep_Std(5),raw_deep_std5,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,251,lowmarsh,plot,
Raw_Deep_Std(6),raw_deep_std6,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,261,lowmarsh,plot,
Raw_Deep_Std(7),raw_deep_std7,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,242,lowmarsh,plot,
Raw_Deep_Std(8),raw_deep_std8,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,252,lowmarsh,plot,
Raw_Deep_Std(9),raw_deep_std9,plot,raw_deep_std,raw temperature standard deviation value from arduino logger of deep sensor at -75cm depth ,celcius,262,lowmarsh,plot,
Raw_Above_Std(1),raw_above_std1,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,240,lowmarsh,plot,
Raw_Above_Std(2),raw_above_std2,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,250,lowmarsh,plot,
Raw_Above_Std(3),raw_above_std3,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,260,lowmarsh,plot,
Raw_Above_Std(4),raw_above_std4,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,241,lowmarsh,plot,
Raw_Above_Std(5),raw_above_std5,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,251,lowmarsh,plot,
Raw_Above_Std(6),raw_above_std6,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,261,lowmarsh,plot,
Raw_Above_Std(7),raw_above_std7,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,242,lowmarsh,plot,
Raw_Above_Std(8),raw_above_std8,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,252,lowmarsh,plot,
Raw_Above_Std(9),raw_above_std9,plot,raw_above_std,raw temperature standard deviation value from arduino logger of above sensor at canopy height ,celcius,262,lowmarsh,plot,
Raw_Air_Std(1),raw_air_std1,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,240,lowmarsh,plot,
Raw_Air_Std(2),raw_air_std2,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,250,lowmarsh,plot,
Raw_Air_Std(3),raw_air_std3,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,260,lowmarsh,plot,
Raw_Air_Std(4),raw_air_std4,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,241,lowmarsh,plot,
Raw_Air_Std(5),raw_air_std5,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,251,lowmarsh,plot,
Raw_Air_Std(6),raw_air_std6,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,261,lowmarsh,plot,
Raw_Air_Std(7),raw_air_std7,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,242,lowmarsh,plot,
Raw_Air_Std(8),raw_air_std8,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,252,lowmarsh,plot,
Raw_Air_Std(9),raw_air_std9,plot,raw_air_std,raw temperature standard deviation value from arduino logger of air sensor at 50cm height ,celcius,262,lowmarsh,plot,
Surface_DC_Avg(1),surface_dc_avg1,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,240,lowmarsh,plot,
Surface_DC_Avg(2),surface_dc_avg2,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,250,lowmarsh,plot,
Surface_DC_Avg(3),surface_dc_avg3,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,260,lowmarsh,plot,
Surface_DC_Avg(4),surface_dc_avg4,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,241,lowmarsh,plot,
Surface_DC_Avg(5),surface_dc_avg5,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,251,lowmarsh,plot,
Surface_DC_Avg(6),surface_dc_avg6,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,261,lowmarsh,plot,
Surface_DC_Avg(7),surface_dc_avg7,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,242,lowmarsh,plot,
Surface_DC_Avg(8),surface_dc_avg8,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,252,lowmarsh,plot,
Surface_DC_Avg(9),surface_dc_avg9,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,262,lowmarsh,plot,
Deep_DC_Avg(1),deep_dc_avg1,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,240,lowmarsh,plot,
Deep_DC_Avg(2),deep_dc_avg2,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,250,lowmarsh,plot,
Deep_DC_Avg(3),deep_dc_avg3,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,260,lowmarsh,plot,
Deep_DC_Avg(4),deep_dc_avg4,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,241,lowmarsh,plot,
Deep_DC_Avg(5),deep_dc_avg5,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,251,lowmarsh,plot,
Deep_DC_Avg(6),deep_dc_avg6,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,261,lowmarsh,plot,
